"baseMean","log2FoldChange","lfcSE","pvalue","padj"
1928.02425018203,0.0896886774624538,0.118936560125048,0.308657619727428,0.621703229194393
9176.84891888058,0.211485759885876,0.163097327074865,0.0522285876241021,0.260637235887753
12299.7661449204,0.0950598960009108,0.15113656887669,0.29390871362282,0.605645873513644
125.438797570383,-0.11262377121202,0.136410164401525,0.225632513673449,0.535662845279832
124.983858235296,0.0699796917199383,0.133378315571635,0.4293516925055,0.724299864889768
25.6824665520017,-0.0968820515165748,0.180047559970144,0.213797709019522,NA
55.6944906859904,-0.21544702096687,0.289112824290133,0.0465799810378114,0.244659835828829
18.5564288209107,-0.0870819751401273,0.175352246999381,0.248392335311125,NA
36.2556302074538,-0.00369006115655409,0.142994538197487,0.961443068970689,0.986782805355626
107.012009902135,0.0780998596591133,0.129339780569948,0.371589026198543,0.675527464651362
55.5607611825859,0.161507524343655,0.205953775311077,0.105105977881301,0.373431575236991
83.4861573928449,0.0718511029625863,0.14625174700792,0.407686541229039,0.703998548751335
176.251150467584,-0.144366834508246,0.142210119493127,0.137682553007056,0.424746654497074
255.898918645467,-0.0305634563409802,0.109384149288673,0.707303764969066,0.888373528801147
398.745978535143,-0.22652311585317,0.155867771617917,0.0348412396740597,0.213437878992072
399.386004481216,-0.290915761743477,0.22544916134099,0.0241641199376221,0.173295521873638
225.02707158542,-0.283340116302749,0.133759715480631,0.00691617083494466,0.0858269223066802
165.382550476482,-0.0384096986384016,0.122097762286136,0.665408199165677,0.864138116135712
448.151658799126,-0.274399694765623,0.193964189756841,0.0251175566986003,0.177072678230788
349.254940555481,0.116545390715891,0.161577160393179,0.216340141303651,0.526044320147722
589.176239481193,0.109977726984028,0.167357000577286,0.226712815484782,0.536492236558526
68.4016459215308,-0.0365151247484338,0.17195904980134,0.319675232394105,0.631201028204405
45.0523134697692,-0.061363428957447,0.17821913633606,0.207018818993702,0.515240925250392
108.064294759373,-0.49571910587798,0.319158472252917,0.00692939000892288,0.0858269223066802
702.021937854643,-0.114293788848365,0.122690793709232,0.209809347915614,0.520011183941376
714.135998110574,0.113709938748177,0.154556903891603,0.212361288786842,0.521078155082032
13.9387837706994,-0.00218268932287513,0.155674787908834,0.960023399599313,NA
20.9365238294967,-0.0306786872899036,0.158953876070129,0.62654903827056,NA
37.1732638348151,-0.17533759167692,0.20779682884788,0.0905380172773279,0.345653364361729
12.2161620917536,-0.0130096684641584,0.16020059395421,0.811088164167828,NA
13.123456466342,0.0798167799709439,0.178750907247766,0.240981231942115,NA
48.4712341268014,0.101754474869956,0.176882305800319,0.222879561513225,0.533571255006954
22.5108380709749,0.0145015685878098,0.156395937962888,0.81849223806929,NA
88.5185430096018,0.0684308561818635,0.177940188765952,0.23740026146029,0.546594577416894
141.368408291742,0.0680401811584277,0.17558363354115,0.277388574037214,0.588084024300065
235.969301300718,0.053724096141937,0.171210920150843,0.341428694379447,0.649642740140913
1488.58875954251,0.0417746118307131,0.172181908787231,0.313457532802672,0.625940954782898
779.560307369855,0.0410116648929839,0.171890966325055,0.316795813347222,0.629090986737167
833.835806895818,0.174264144898881,0.303960846105032,0.018779347679685,0.15130267776878
850.907892050356,-0.220747712125038,0.228618574214324,0.0566572572008142,0.27349631566742
1408.84709191237,-0.0940650052209706,0.173950908189267,0.244348026594861,0.553355617583484
287.875784908778,0.181409871992656,0.152384143008346,0.0789612301757123,0.327380466933362
505.453763201228,0.425684172341496,0.267270675714754,0.0081059153404841,0.0928742844435348
734.031165924413,0.394309280996453,0.312200251114576,0.0140047499924752,0.127932014957474
160.256752198717,-0.0166209165937086,0.120097689323001,0.842686879459919,0.946291916254141
485.398841995962,-0.0396494116497083,0.106667076639935,0.636486394936275,0.845966618715426
405.744357705412,0.132131289235464,0.194172538100068,0.140669793849978,0.430323069512793
559.208049342927,0.0206966233356128,0.104230960597472,0.80384193909349,0.93044257618097
183.394323871156,-0.0307191201299449,0.130624009010846,0.709550457375766,0.889464524578297
454.151034379904,-0.0358309501080612,0.129808187348594,0.671874185962814,0.869115525240136
608.251025245528,-0.0601013462612324,0.130159196740748,0.490372239032269,0.76636328666625
271.246113829555,-0.0984878666716748,0.131286977056716,0.276147467540343,0.586434690946216
