UniqueCount	AmbigCount
1218	0
5192	0
6787	0
168	0
69	0
1	0
47	0
7	0
21	0
64	0
37	0
79	0
10	0
156	0
157	0
275	0
265	0
184	0
124	0
443	0
290	0
265	0
636	0
236	0
139	0
180	0
629	0
622	0
9	0
25	0
17	0
8	0
5	0
30	0
30	0
142	0
265	0
224	0
2063	0
1290	0
1039	0
607	0
951	0
110	0
308	0
444	0
67	0
237	0
59	0
379	0
165	0
435	0
690	0
241	0
213	0
62	0
174	0
853	0
74	0
895	0
1091	0
3025	0
119	0
570	0
23979	0
309	0
694	0
803	0
1443	0
3144	0
206	0
223	0
572	0
200	0
2637	0
207	0
486	0
73	0
81	0
1008	0
77	0
90	0
242	0
218	0
330	0
33	0
82	0
77	0
161	0
8	0
41	0
10	0
1715	0
552	0
693	0
2203	0
439	0
9	0
630	0
1879	0
3664	0
3951	0
2401	0
10250	0
5415	0
10469	0
681	0
240	0
27	0
449	0
1281	0
440	0
976	0
6860	0
34	0
250	0
657	0
156	0
28	0
29	0
39	0
102	0
1054	0
550	0
55	0
206	0
865	0
84	0
221	0
74	0
75	0
39	0
31	0
3158	0
220	0
236	0
189	0
568	0
87	0
18	0
76	0
753	0
298	0
6225	0
3050	0
1956	0
301	0
601	0
83	0
760	0
440	0
1373	0
23	0
101	0
30	0
110	0
23	0
22	0
99	0
155	0
214	0
22	0
28	0
4	0
2	0
15	0
4	0
65	0
57	0
78	0
54	0
40	0
2	0
16	0
53	0
17	0
18	0
514	0
64	0
21	0
14	0
116	0
580	0
743	0
49	0
130	0
2428	0
3056	0
10	0
133	0
499	0
824	0
1442	0
1913	0
2	0
3	0
21	0
57	0
0	0
0	0
0	0
27	0
18	0
5	0
3	0
2579	0
1683	0
737	0
444	0
1088	0
158	0
262	0
25	0
10	0
157	0
43	0
512	0
20	0
236	0
1741	0
1663	0
573	0
619	0
1333	0
32	0
246	0
852	0
586	0
475	0
396	0
104	0
808	0
710	0
3397	0
493	0
156	0
1472	0
3346	0
1474	0
6542	0
85460	0
1479	0
734	0
501	0
466	0
149	0
285	0
3578	0
415	0
703	1
1689	0
990	0
3384	0
2254	0
1246	0
8216	0
2864	0
5652	0
2521	0
1317	0
4016	0
2573	0
1228	0
365	0
1002	0
76	0
1116	0
719	0
2343	0
796	0
1356	0
7545	0
362	0
1431	0
261	0
254	0
22	0
322	1834
44	0
38	0
1303	0
69	0
652	0
293	0
549	0
2236	0
187	0
3	255
109	0
35	0
249	0
851	0
199	0
5	0
21	0
4	0
33	0
12	0
31	0
74	0
39	0
38	0
36	0
241	0
3741	0
134	0
120	0
156	0
4	0
42	0
22	0
44	0
164	0
2792	0
192	0
43	0
2638	0
1912	0
2121	0
52	0
176	0
114	0
5321	0
220	0
572	0
53	0
14	0
86	0
27	0
83	0
171	0
16	0
1198	47994
3308	0
5682	0
4430	0
6995	0
8895	0
18595	0
15293	0
20941	0
1038	0
3749	0
6598	0
17781	0
705	47994
3175	0
6538	0
10519	0
5376	0
7158	0
4760	0
2146	0
11245	0
6166	0
1443	0
4988	0
7873	0
5132	0
7827	0
7403	0
6720	0
8369	0
4285	0
5533	0
3456	0
5503	0
9206	0
2747	0
2525	0
9598	0
7616	0
7872	0
10080	0
2475	0
421	0
1137	0
2185	0
431	0
2246	0
1321	0
1139	0
426	0
122	0
691	0
292	0
784	2
34	0
31	0
29	0
165	0
824	0
1320	0
590	0
1239	0
96	0
191	0
413	0
110	0
2415	0
2589	0
8965	0
2392	0
240	0
18	0
133	0
136	0
50	0
731	0
1271	0
229	0
1746	0
879	0
750	0
540	0
934	0
1249	0
2569	0
60	0
783	0
144	0
287	0
716	0
300	0
1222	0
258	0
450	0
90	0
183	0
1990	0
557	0
590	0
365	0
1249	0
1456	0
2592	0
1046	0
654	0
744	0
793	0
989	0
1316	0
3017	0
7283	0
680	0
288	0
82	0
54	0
84	0
43	0
404	0
434	0
390	0
1895	0
1691	0
2520	0
2	0
362	0
2142	0
5582	0
1631	0
43	0
898	0
1877	0
1038	0
4203	0
7951	0
24207	0
76230	0
1709	0
2002	0
659	0
3074	0
1384	0
3173	0
1060	0
1060	0
1063	0
2792	0
9	0
174	0
180	0
1143	0
771	0
3520	0
1188	0
2210	0
159	0
9	0
26	0
53	0
451	0
39	0
112	0
1117	0
243	0
245	0
88	0
273	0
32	0
505	0
346	0
3114	0
1357	0
1337	0
157	0
164	0
1930	0
23	0
216	0
933	0
3	0
166	0
1351	0
268	0
302	0
2597	0
11	0
40	0
17	0
199	0
266	0
91	0
2021	0
435	0
2699	0
1065	0
402	0
213	0
199	0
626	0
642	0
582	0
997	0
298	0
678	0
498	0
921	0
78	0
17	0
67	0
106	6
141	0
846	0
221	0
2049	0
2	0
933	0
737	0
1886	0
2510	0
185	0
829	0
1317	0
921	0
484	0
1200	0
610	0
752	0
839	0
1662	0
740	0
2207	0
9228	0
2239	0
2999	0
1185	0
9082	0
1382	0
1163	0
219	0
132	0
1359	0
65	0
73	0
5	0
37	0
431	0
1208	0
6314	0
3647	0
1628	0
934	0
662	0
3141	0
2138	0
293	0
799	0
2252	0
547	0
224	0
113	0
22457	0
17404	0
