UniqueCount	AmbigCount
1694	0
8440	0
12982	0
192	0
64	0
0	0
53	0
6	0
33	0
96	0
28	0
49	0
12	0
125	0
174	0
275	0
351	0
127	0
100	0
338	0
264	0
238	0
315	0
11	0
18	0
63	0
572	0
565	0
11	0
7	0
16	0
8	0
5	0
18	0
9	0
41	0
62	0
60	0
442	0
358	0
303	0
643	0
1324	0
130	0
285	0
373	0
33	0
303	0
62	0
357	0
85	0
254	0
367	0
188	0
187	0
58	0
143	0
726	0
70	0
541	0
803	0
2363	0
91	0
548	0
17091	0
217	0
1037	0
1056	0
1931	0
3669	0
247	0
216	0
858	0
197	0
2138	0
261	0
635	0
44	0
89	0
712	0
107	0
81	0
361	0
312	0
585	0
49	0
100	0
141	0
161	0
8	0
40	0
17	0
1603	0
624	0
672	0
1876	0
288	0
11	0
889	0
1524	0
2436	0
3279	0
2076	0
7607	0
4359	0
7851	0
727	0
204	0
34	0
447	0
1843	0
519	0
1014	0
6477	0
41	0
509	0
917	0
170	0
45	0
34	0
47	0
107	0
964	0
810	0
90	0
179	0
558	0
107	0
229	0
83	0
52	0
34	0
63	0
4342	0
266	0
367	0
108	0
349	0
59	0
10	0
61	0
669	0
331	0
5685	0
2182	0
2585	0
274	0
520	0
117	0
1063	0
558	0
1736	0
18	0
115	0
28	0
94	0
19	0
21	0
62	0
99	0
141	0
23	0
28	0
2	0
4	0
14	0
1	0
83	0
39	0
53	0
59	0
23	0
3	0
18	0
31	0
25	0
12	0
292	0
56	0
22	0
16	0
137	0
515	0
891	0
62	0
152	0
4014	0
5154	0
7	0
1827	0
2317	0
645	0
1370	0
2055	0
3	0
3	0
19	0
74	0
6	0
0	0
1	0
33	0
12	0
5	0
9	0
1969	0
1402	0
538	0
302	0
898	0
78	0
122	0
30	0
14	0
191	0
50	0
304	0
15	0
85	0
1033	0
1479	0
317	0
524	0
1374	0
63	0
795	0
829	0
548	0
464	0
749	0
87	0
269	0
209	0
1136	0
131	0
36	0
375	0
776	0
1254	0
5409	0
60726	0
3309	0
603	0
540	0
441	0
135	0
317	0
1068	0
230	0
572	0
202	0
140	0
3853	0
2809	0
1323	0
7437	0
2168	0
5083	1
1581	0
1134	0
3021	0
2483	0
1214	0
303	0
726	0
68	0
281	0
173	0
531	0
171	0
414	0
7921	0
341	0
1325	0
226	0
191	0
12	0
368	1886
33	0
44	0
2347	0
78	0
641	0
372	0
755	0
5279	0
488	0
5	665
171	0
93	0
289	0
1014	0
352	0
8	0
14	0
9	0
48	0
16	0
44	0
113	0
21	0
36	0
35	0
238	0
1499	0
97	0
133	0
127	0
8	0
54	0
39	0
62	0
194	0
2564	0
124	0
33	0
4462	0
1640	0
2608	0
128	0
483	0
158	0
7608	0
170	0
599	0
64	0
12	0
77	0
24	0
47	0
234	0
16	0
1875	84401
5768	0
9250	0
8981	0
12034	0
12736	0
24165	0
24022	0
27978	0
1223	0
6984	0
13202	0
33578	1
1026	84401
5421	0
14429	0
21200	0
10530	0
14059	0
9013	0
5511	0
19401	0
10706	0
2903	0
7774	0
17348	0
11863	0
17545	0
14600	0
14473	0
18181	0
10012	0
10589	0
6655	0
11519	0
17867	0
5403	0
4699	0
16909	0
12125	0
13904	0
15754	0
4537	0
401	0
1163	0
2446	0
833	0
3946	0
1743	0
1174	0
548	0
184	0
1222	0
331	0
1308	6
39	0
9	0
24	0
130	0
916	0
1205	0
589	0
781	0
45	0
85	0
234	0
72	0
3761	0
4034	0
9172	0
1905	0
394	0
54	0
101	0
131	0
55	0
721	0
995	0
185	0
1230	0
591	0
727	0
449	0
812	0
1035	0
2317	0
106	0
907	0
135	0
272	0
776	0
253	0
898	0
236	0
513	0
63	0
210	0
1605	0
459	0
555	0
314	0
1455	0
1960	0
3139	0
1585	0
961	0
800	0
988	0
883	0
884	0
3237	0
6233	0
871	0
220	0
59	0
28	0
34	0
30	0
279	0
363	0
287	0
1934	0
766	0
959	0
1	0
408	0
1894	0
4387	0
1036	0
48	0
394	0
1035	0
745	0
4469	0
5993	0
14154	0
38956	0
1189	0
1225	0
448	0
2104	0
961	0
2253	0
840	0
723	0
791	0
1867	0
9	1
180	0
175	0
547	1
219	0
1210	0
771	0
1090	0
108	0
9	0
16	0
36	0
181	0
35	0
128	0
1589	0
290	0
309	0
105	0
198	0
26	0
497	0
270	0
4784	0
1510	0
1659	0
225	0
237	0
2948	0
40	0
317	0
1609	0
12	0
187	0
1387	0
269	0
268	0
3587	0
3	0
34	0
19	0
175	0
234	0
93	0
3212	0
565	0
3730	0
1392	0
283	0
297	0
304	0
748	0
903	0
751	0
1598	0
345	0
926	0
768	0
1211	0
86	0
20	0
47	0
146	6
163	0
1174	0
176	0
2880	0
0	0
667	0
956	0
2151	0
2843	0
240	0
946	0
1127	0
812	0
531	0
936	0
553	0
681	0
738	0
1215	0
798	0
1943	0
8870	0
1872	0
3333	0
1382	0
14973	0
2570	0
1928	0
464	0
141	0
1490	0
55	0
103	0
9	0
45	0
557	0
1545	0
13904	0
6505	0
2453	0
1102	0
710	0
3926	0
2802	0
381	0
1295	0
3623	0
614	0
312	0
133	0
46940	0
32649	0
6977	0
35340	0
10363	0
5594	0
1787	0
976	0
570	0
1829	0
1199	0
889	0
419	0
221	108
855	0
2233	0
475	0
3340	0
614	0
151	0
584	0
136	0
3678	0
2797	0
1633	0
1882	0
6452	0
4348	0
1388	0
1398	0
963	0
982	0
91	0
115	0
75	0
184	0
2441	0
906	0
1879	0
603	0
336	0
127	0
173	0
12413	0
13168	0
31	0
25	0
14	0
9	0
46	0
