"baseMean","log2FoldChange","lfcSE","pvalue","padj"
1754.5986513196,-1.01983295062705e-06,0.0014426228427884,0.887815898406388,NA
8400.24913497892,5.66549647180966e-06,0.0014426638901217,0.272517796026935,0.756017111558595
11136.1065994631,2.57672374182264e-06,0.00144266733840395,0.574986574540266,0.876601584595305
114.432778344344,-6.07764404587121e-06,0.00144264915848286,0.32163837307364,NA
112.238285153256,3.23251768774251e-07,0.00144265067233678,0.955384880809103,NA
23.1441124985321,-3.81646611911402e-06,0.00144268427593223,0.217780265644768,NA
54.2687915324456,2.11255677021334e-06,0.00144268256383904,0.495934181184407,NA
16.9924052448428,-2.2885099498276e-08,0.0014426831014324,0.992011917251867,NA
33.4057502509344,1.31972058947594e-07,0.00144267687919221,0.971862500749586,NA
98.2986643004325,-4.40988791415643e-06,0.00144265546311826,0.427632737616499,NA
49.9822721991336,-3.50316319021911e-06,0.00144267580076154,0.371499877005087,NA
81.1381508348994,6.74601447508379e-06,0.00144267392242767,0.141069646730491,NA
169.749909215066,-1.56454089772182e-05,0.0014426890299263,0.899152434333576,NA
234.939411688515,-9.12419608766989e-06,0.00144262965568679,0.228749029952864,NA
382.535791533817,5.68254792600418e-07,0.0014426235622826,0.938130076815627,NA
378.708592977355,2.62209014538149e-06,0.00144265663061369,0.625083707606495,NA
216.630899987879,-2.94284323605462e-05,0.00144275259337511,0.292922571497393,NA
154.07328276838,-1.83361278039803e-06,0.00144264609015618,0.758005245032639,NA
438.65044793248,-1.59632976132476e-06,0.00144266389785026,0.736156180006717,NA
319.092232091329,-2.7803856479407e-06,0.00144266449623114,0.56111870472298,NA
551.161279824397,-3.5939099505039e-08,0.00144267683714252,0.989678292412574,NA
88.0891233716244,1.81958110752066e-06,0.00144269352987914,0.150193280746377,NA
52.2667919613623,1.19257564308779e-06,0.00144269227748951,0.425524415119845,NA
115.813433158473,4.55851713071897e-06,0.00144268443860037,0.156482559553188,NA
669.514497573781,1.50356015246616e-06,0.00144261983697062,0.839958344986644,NA
670.907496613716,6.00604723067551e-06,0.00144266025104107,0.272068085355359,NA
13.5674587008659,2.05971885253385e-06,0.00144268666933571,0.422623032242245,NA
19.9923730948425,1.95725896913843e-06,0.0014426868813968,0.439821756026963,NA
