"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"BCEN2424_RS00040"	0.0524545196936085	0	5.26764854491342	0	1	NA
"BCEN2424_RS00045"	82116.7680808003	-1.92529673677416	0.872336049929482	-2.20705854920223	0.0273099691703337	0.256151704404705
"BCEN2424_RS00050"	38036.8742124617	-2.00779210344659	1.04657674263087	-1.91843753225342	0.0550555558380546	0.375873974258434
"BCEN2424_RS00095"	6.324015024605	0.550804509869182	0.564943662782946	0.974972455051334	0.329573923470169	NA
"BCEN2424_RS00745"	189.703352039673	0.910947765474373	0.350009977736743	2.60263370594404	0.00925107344213149	0.12816950361104
"BCEN2424_RS01415"	6.38308378032519	0.442918748460443	0.635059665219587	0.697444307547533	0.485524781254179	NA
"BCEN2424_RS01610"	34326.1217375473	-1.73615395982233	1.04811007053537	-1.65646148112622	0.0976283993600865	0.49858467182489
"BCEN2424_RS01615"	506.314338861809	0.456369335727948	0.296191056199119	1.54079377542429	0.123366984868906	0.54898778773852
"BCEN2424_RS01620"	59.54150216731	0.175821384219572	0.306017334479342	0.57454713968643	0.56559761078399	0.902049333327993
"BCEN2424_RS01625"	82116.7680808003	-1.92529673677416	0.872336049929482	-2.20705854920223	0.0273099691703337	0.256151704404705
"BCEN2424_RS01630"	0.0524545196936085	0	5.26764854491342	0	1	NA
"BCEN2424_RS01635"	153.852899218971	0.0253053825911288	0.288713888820249	0.0876486499992514	0.930155933830915	0.991011770116213
"BCEN2424_RS01640"	3772.58581977394	0.164785051650801	0.276341070057076	0.596310391418713	0.550967890384282	0.898942921697239
"BCEN2424_RS01645"	1324.73895542244	0.207180740155505	0.245645883008225	0.843412222579637	0.398997938503008	0.8391326507666
"BCEN2424_RS01655"	328.748794571344	-0.0741361650337185	0.19990252606741	-0.370861571847864	0.7107406385012	0.941915574889503
"BCEN2424_RS02220"	2.2618242145606	1.45832768926605	1.09078374621772	1.33695399690615	0.181237653545973	NA
"BCEN2424_RS02700"	35882.9560480598	-1.91299923868258	1.05677199859343	-1.81022892471487	0.0702602938426606	0.426596265194169
"BCEN2424_RS02705"	506.314338861809	0.456369335727948	0.296191056199119	1.54079377542429	0.123366984868906	0.54898778773852
"BCEN2424_RS02710"	59.54150216731	0.175821384219572	0.306017334479342	0.57454713968643	0.56559761078399	0.902049333327993
"BCEN2424_RS02715"	82116.7680808003	-1.92529673677416	0.872336049929482	-2.20705854920223	0.0273099691703337	0.256151704404705
"BCEN2424_RS02720"	0.0524545196936085	0	5.26764854491342	0	1	NA
"BCEN2424_RS02890"	53.0017878359545	0.675912812367116	0.437991963759355	1.5432082510502	0.122780255994308	0.54898778773852
"BCEN2424_RS34380"	303135.418987399	0.466798466071126	0.261546520423356	1.78476266981314	0.0742998208118334	0.43784359052145
"BCEN2424_RS03940"	38.4489908872493	-0.209631754146817	0.428638835261566	-0.489063838601779	0.624796501667618	0.915833868187959
"BCEN2424_RS04540"	28.0793560926753	0.495639789170249	0.338075901686883	1.46606068843469	0.142631754174282	0.58582022541317
"BCEN2424_RS04845"	305.33934606856	0.0652393934860879	0.393372379810152	0.165846401106182	0.868277828926347	0.975078508942503
"BCEN2424_RS04920"	6.30297534868675	-0.0243037088336591	0.707437177779728	-0.0343545824237506	0.972594400049303	NA
"BCEN2424_RS04960"	703.18959139033	0.704569079778971	0.344826489437104	2.04325683020788	0.0410270206425043	0.319752688103162
"BCEN2424_RS04965"	703.18959139033	0.704569079778971	0.344826489437104	2.04325683020788	0.0410270206425043	0.319752688103162
"BCEN2424_RS04970"	703.18959139033	0.704569079778971	0.344826489437104	2.04325683020788	0.0410270206425043	0.319752688103162
"BCEN2424_RS05030"	4.8581257689691	0.685351304292731	0.611813451681262	1.12019652789488	0.26263002324051	NA
"BCEN2424_RS34430"	2334106.80523417	0.144106815110987	0.149724799131561	0.962477932492413	0.335809582981984	0.797442627465487
"BCEN2424_RS05455"	71.4572571292365	0.0643853826494732	0.342524679735572	0.187972973799081	0.850897837294718	0.971593568259216
"BCEN2424_RS05460"	71.4572571292365	0.0643853826494732	0.342524679735572	0.187972973799081	0.850897837294718	0.971593568259216
