"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"BCEN2424_RS00040"	0.0364313507131842	0	6.00631008342227	0	1	1
"BCEN2424_RS00045"	108418.575663976	0.582382311014461	0.933080148241463	0.624150360622346	0.532528843078148	1
"BCEN2424_RS00050"	53095.6558538707	0.470060471783645	1.09274529840081	0.430164716765708	0.667075825978861	1
"BCEN2424_RS00095"	5.9447309034006	-0.237941428662896	0.645502735406641	-0.368614129129913	0.71241536258674	1
"BCEN2424_RS00745"	188.684658476946	-0.138898403824005	0.399678901621492	-0.347524983832012	0.728196952348609	1
"BCEN2424_RS01415"	6.14697610170209	0.618947821981089	0.606043598199718	1.02129256677194	0.307115847081834	1
"BCEN2424_RS01610"	49150.963866132	0.413181771309697	1.09878796237053	0.37603412620056	0.706891525707112	1
"BCEN2424_RS01615"	491.669371733018	0.112254944840276	0.301581702759677	0.372220674573645	0.709728554169157	1
"BCEN2424_RS01620"	57.6812644097308	-0.0389565659036751	0.326808991725448	-0.119202858213897	0.905114642269842	1
"BCEN2424_RS01625"	108418.575663976	0.582382311014461	0.933080148241463	0.624150360622346	0.532528843078148	1
"BCEN2424_RS01630"	0.0364313507131842	0	6.00631008342227	0	1	1
"BCEN2424_RS01635"	139.209548968156	0.511764108329074	0.341438362384291	1.49884771223534	0.133913143655651	1
"BCEN2424_RS01640"	3442.16879995629	0.121996546789633	0.318461131127825	0.383081434012322	0.701659385064004	1
"BCEN2424_RS01645"	1136.20891737932	0.0722584319592802	0.261482787103706	0.276341065351357	0.782286117799438	1
"BCEN2424_RS01655"	291.499764039455	0.143580529287675	0.205191125195962	0.699740445160834	0.484089413209428	1
"BCEN2424_RS02220"	1.63386906734623	-0.97467146651145	1.72540020819816	-0.564895878579557	0.572144587142824	1
"BCEN2424_RS02700"	51080.9872207125	0.42835816290968	1.10444702484292	0.387848537118022	0.698128124107428	1
"BCEN2424_RS02705"	491.669371733018	0.112254944840276	0.301581702759677	0.372220674573645	0.709728554169157	1
"BCEN2424_RS02710"	57.6812644097308	-0.0389565659036751	0.326808991725448	-0.119202858213897	0.905114642269842	1
"BCEN2424_RS02715"	108418.575663976	0.582382311014461	0.933080148241463	0.624150360622346	0.532528843078148	1
"BCEN2424_RS02720"	0.0364313507131842	0	6.00631008342227	0	1	1
"BCEN2424_RS02890"	52.4395763284917	0.00264079736418144	0.512970710839048	0.00514804706853922	0.995892470868956	1
"BCEN2424_RS34380"	301077.210127116	0.0605526481439242	0.268074465329747	0.225879954920141	0.821294788596278	1
"BCEN2424_RS03940"	35.1265201832364	-0.472966267149422	0.434515063489576	-1.0884922224584	0.276377868211337	1
"BCEN2424_RS04540"	24.4780569336125	-0.114907775353861	0.386666667530805	-0.297175280423434	0.766332693202759	1
"BCEN2424_RS04845"	290.695511046648	0.0679578774876689	0.498678122096714	0.136276035535582	0.89160306800312	1
"BCEN2424_RS04920"	5.98174339049577	0.0816059773767264	0.656490253540991	0.124306456853789	0.901072635125872	1
"BCEN2424_RS04960"	668.611886869286	0.242020281446417	0.337049378037951	0.718055861296284	0.47272284407165	1
"BCEN2424_RS04965"	668.611886869286	0.242020281446417	0.337049378037951	0.718055861296284	0.47272284407165	1
"BCEN2424_RS04970"	668.611886869286	0.242020281446417	0.337049378037951	0.718055861296284	0.47272284407165	1
"BCEN2424_RS05030"	4.06222976564641	-1.19220013459079	0.926077633165677	-1.28736521852429	0.197967021426172	1
"BCEN2424_RS34430"	2350568.99752413	0.0543838700638864	0.132093743618505	0.411706630262145	0.68055446467669	1
"BCEN2424_RS05455"	64.3944779684545	0.0567443003201706	0.449194793226944	0.126324483666715	0.899475076339591	1
"BCEN2424_RS05460"	64.3944779684545	0.0567443003201706	0.449194793226944	0.126324483666715	0.899475076339591	1
