"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Bcen2424_0001"	1754.5986513196	0.0315733375014201	0.142911342252301	0.220929542776804	0.825147293922324	0.927437657068169
"Bcen2424_0002"	8400.24913497892	0.114531607278022	0.201503715593625	0.568384592515402	0.569773850104754	0.779881313680141
"Bcen2424_0003"	11136.1065994631	-0.0428038110969829	0.227819999329457	-0.187884343880991	0.850967315946252	0.938989769785354
"Bcen2424_0004"	114.432778344344	-0.194922263534807	0.15923739679297	-1.22409853125288	0.220915060053062	0.475646991789561
"Bcen2424_0005"	112.238285153256	-0.101735341267441	0.168686355424316	-0.603103558740919	0.54643979915015	0.762833105541845
"Bcen2424_0006"	23.1441124985321	0.478909871482592	0.338978632633435	1.41280253496236	0.157713792708046	NA
"Bcen2424_0007"	54.2687915324456	-0.645641639126488	0.336521320988164	-1.91857573015172	0.0550380495259772	0.222953995604185
"Bcen2424_0008"	16.9924052448428	-0.0789142030610018	0.347799739944955	-0.226895520604734	0.82050498526744	NA
"Bcen2424_0009"	33.4057502509344	-0.0701896336987356	0.263872367798446	-0.26599842296617	0.790240423576248	0.908808893968923
"Bcen2424_0010"	98.2986643004325	-0.0537792570642845	0.16715889622815	-0.321725365970848	0.747660759458129	0.886178606752146
"Bcen2424_0011"	49.9822721991336	0.664132319485869	0.243998447512474	2.72187108670811	0.00649134592398036	0.0643485127515391
"Bcen2424_0012"	81.1381508348994	0.0275742192526405	0.216883268766078	0.127138526680825	0.898830758985566	0.963533767613317
"Bcen2424_0014"	169.749909215066	0.0302972565626081	0.173096048266124	0.175031474525796	0.861054902228783	0.942681478900679
"Bcen2424_0015"	234.939411688515	0.0172890649776206	0.130410987962203	0.132573682998487	0.894530546594647	0.961748648004498
"Bcen2424_0016"	382.535791533817	-0.226786196879867	0.14317484956435	-1.58398068913589	0.113198113641557	0.331602542684723
"Bcen2424_0017"	378.708592977355	-0.670397710740117	0.193252785471243	-3.46901965270703	0.000522361241493015	0.0133087563676883
"Bcen2424_0018"	216.630899987879	-0.0765071470715993	0.124310339523458	-0.61545280436759	0.538255728355602	0.758157654882715
"Bcen2424_0019"	154.07328276838	0.198632112619156	0.169264821469736	1.17349908205629	0.240595724764094	0.501118883167667
"Bcen2424_0020"	438.65044793248	-0.092125339846024	0.217591520304141	-0.423386627002996	0.672013200226308	0.845327994827765
"Bcen2424_0022"	319.092232091329	0.340864241789486	0.2130707271856	1.59977039686249	0.109649528299099	0.325313547619095
"Bcen2424_0023"	551.161279824397	0.48347268542929	0.286050864707124	1.69016334183887	0.0909967094420491	0.293503545335293
"Bcen2424_0024"	88.0891233716244	-1.09707403651148	0.796332476842352	-1.37765828773132	0.168308815595921	0.410973480368519
"Bcen2424_0025"	52.2667919613623	-0.549876974161372	0.70065382678664	-0.78480549615098	0.432567617168192	0.677118105128005
"Bcen2424_0026"	115.813433158473	-1.17512950514848	0.322793019474947	-3.64050470192923	0.000272104138260869	0.00818991160185174
"Bcen2424_0027"	669.514497573781	-0.0663328866511827	0.139645924661557	-0.475007679686647	0.634781499482546	0.820757139686856
"Bcen2424_0028"	670.907496613716	0.390825972709414	0.18954308293537	2.06193740577005	0.0392136956991024	0.183260143456223
"Bcen2424_0029"	13.5674587008659	-0.727907280692754	0.352220693046951	-2.06662270293053	0.038769719844405	NA
"Bcen2424_0030"	19.9923730948425	0.0242603384798284	0.408915149155197	0.0593285392579593	0.952690430104316	NA
"Bcen2424_0031"	34.0164693476881	-0.128919364655994	0.244626189861927	-0.527005570126236	0.598189720387563	0.796809008422691
"Bcen2424_0032"	10.8908105989855	-0.334001073644607	0.422740555020542	-0.790085241829654	0.429477988130613	NA
